1;2;1;5
2;12;11;0
2;3;18;0
3;4;25;0
4;5;52;0
5;12;5;16
12;13;16;48
2;7;4;12
7;8;16;30
8;12;30;52
2;9;12;24
9;10;24;33
10;11;33;52
11;12;10;32
2;6;10;32
6;12;2;11
